Id,Title,Type,Release_year,Runtime,Genres
ts21352,Home and Away,SHOW,1988,24,drama
ts24149,House of Cards,SHOW,1990,54,war
tm127186,The Purple Rose of Cairo,MOVIE,1985,82,fantasy
ts28307,She-Ra: Princess of Power,SHOW,1985,22,animation
tm21725,Creepshow 2,MOVIE,1987,92,horror
tm129943,True Confessions,MOVIE,1981,108,crime
tm53987,Big Top Pee-wee,MOVIE,1988,86,family
tm58978,Staying Alive,MOVIE,1983,93,drama
tm64053,Hellbound: Hellraiser II,MOVIE,1988,97,horror
ts33633,Voltron: Defender of the Universe,SHOW,1984,24,scifi
tm127578,Dead & Buried,MOVIE,1981,94,horror
tm125572,Cutter's Way,MOVIE,1981,105,thriller
tm120458,Heartburn,MOVIE,1986,109,romance
tm170840,Birdy,MOVIE,1984,120,drama
tm44199,The Accused,MOVIE,1988,111,drama
tm53284,Gorky Park,MOVIE,1983,128,drama
tm165714,Broadway Danny Rose,MOVIE,1984,84,comedy
ts21344,The Storyteller,SHOW,1988,24,action
tm22807,Hamburger Hill,MOVIE,1987,112,drama
ts968,Bobby's World,SHOW,1990,22,animation
tm49689,Evil Dead Trap,MOVIE,1988,102,horror
tm157028,Men at Work,MOVIE,1990,98,crime
ts7296,227,SHOW,1985,24,comedy
tm120963,Girls Just Want to Have Fun,MOVIE,1985,87,comedy
tm155564,Miami Blues,MOVIE,1990,97,drama
tm166569,C.H.U.D.,MOVIE,1984,97,scifi
ts18877,'Allo 'Allo!,SHOW,1984,28,war
tm22175,Hollywood Shuffle,MOVIE,1987,82,comedy
tm163968,Harry & Son,MOVIE,1984,112,drama
tm154232,Graveyard Shift,MOVIE,1990,89,horror
tm125290,Young Sherlock Holmes,MOVIE,1985,109,action
tm66225,Blue Thunder,MOVIE,1983,110,drama
tm126874,Creature,MOVIE,1985,97,horror
tm152587,Lionheart,MOVIE,1990,105,action
tm119782,Thrashin',MOVIE,1986,93,drama
tm163786,Cheech & Chong's The Corsican Brothers,MOVIE,1984,82,comedy
tm170231,Runaway,MOVIE,1984,100,thriller
tm170567,Ninja III: The Domination,MOVIE,1984,92,fantasy
tm45285,"Elvira, Mistress of the Dark",MOVIE,1988,96,comedy
tm128620,Tuff Turf,MOVIE,1985,112,drama
tm113288,Defence of the Realm,MOVIE,1986,96,thriller
tm18962,Flowers in the Attic,MOVIE,1987,93,thriller
tm41242,Johnny Be Good,MOVIE,1988,91,comedy
tm153879,By Dawn's Early Light,MOVIE,1990,101,action
tm55343,Lone Wolf McQuade,MOVIE,1983,107,western
tm139269,Little Nemo: Adventures in Slumberland,MOVIE,1989,95,fantasy
tm113891,Solarbabies,MOVIE,1986,94,scifi
tm145175,Skin Deep,MOVIE,1989,97,drama
ts22821,Pingu,SHOW,1986,9,comedy
ts9142,The Bold and the Beautiful,SHOW,1987,21,drama
tm128021,Transylvania 6-5000,MOVIE,1985,93,comedy
ts51798,Tall Tales & Legends,SHOW,1985,51,comedy
tm23964,The Video Dead,MOVIE,1987,90,horror
tm26267,A Chinese Ghost Story,MOVIE,1987,97,fantasy
tm159880,Cadillac Man,MOVIE,1990,97,comedy
tm153107,Blind Fury,MOVIE,1989,86,thriller
tm56898,The Bear,MOVIE,1988,94,drama
ts245907,Family Feud,SHOW,1988,21,
tm50665,The Survivors,MOVIE,1983,103,comedy
tm57964,Hospital Massacre,MOVIE,1981,89,horror
tm136229,Cannibal Women in the Avocado Jungle of Death,MOVIE,1989,90,comedy
tm175219,Alley Cat,MOVIE,1984,82,action
ts2760,Fireman Sam,SHOW,1987,10,comedy
tm163260,The Woman in Red,MOVIE,1984,87,comedy
tm130274,The Adventures of Mark Twain,MOVIE,1985,86,animation
tm63083,Porky's II: The Next Day,MOVIE,1983,98,comedy
tm112257,Hollywood Harry,MOVIE,1986,98,comedy
tm156217,The Rift,MOVIE,1990,82,thriller
tm159926,Alice,MOVIE,1990,102,romance
tm174331,Sheena,MOVIE,1984,117,scifi
tm132287,Porky's 3: Revenge,MOVIE,1985,92,comedy
tm47996,She,MOVIE,1985,106,action
tm113647,Violets Are Blue,MOVIE,1986,88,romance
tm138706,Cousins,MOVIE,1989,109,comedy
ts28459,Vietnam,SHOW,1987,43,war
tm173901,Alphabet City,MOVIE,1984,85,crime
tm124313,Full Moon High,MOVIE,1981,93,fantasy
tm48450,Cop,MOVIE,1988,110,thriller
tm118273,Out of Bounds,MOVIE,1986,93,crime
tm149729,MadHouse,MOVIE,1990,90,comedy
tm53974,Betrayed,MOVIE,1988,127,thriller
tm132779,The Heavenly Kid,MOVIE,1985,90,fantasy
ts17762,Babar,SHOW,1989,24,animation
tm169290,Warriors of the Year 2072,MOVIE,1984,94,action
tm175464,Up the Creek,MOVIE,1984,96,comedy
tm22004,Snow White,MOVIE,1987,85,fantasy
tm125041,Underworld,MOVIE,1985,103,scifi
ts28558,Mussolini: The Untold Story,SHOW,1985,61,drama
tm118077,Vicious Lips,MOVIE,1987,84,comedy
tm189602,Demon City Shinjuku,MOVIE,1988,80,action
ts1000,Alice in Wonderland,SHOW,1986,29,scifi
tm145310,The Siege of Firebase Gloria,MOVIE,1989,97,action
tm57210,The Snowman,MOVIE,1982,26,animation
ts19439,Desmond's,SHOW,1989,24,comedy
tm160670,Island of Fire,MOVIE,1990,92,drama
tm43527,Red River,MOVIE,1988,96,western
tm137795,Big Time,MOVIE,1988,87,documentation
tm128028,Trouble in Mind,MOVIE,1985,111,drama
tm37620,Barbarosa,MOVIE,1982,90,western
tm49280,April Morning,MOVIE,1988,100,drama
tm58974,Starflight One,MOVIE,1983,105,scifi
tm420345,The Legend of the Stardust Brothers,MOVIE,1985,98,music
tm49291,Criminal Law,MOVIE,1988,117,thriller
tm59018,Screamtime,MOVIE,1983,91,horror
tm128702,The Aviator,MOVIE,1985,96,romance
tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,30,comedy
tm60550,The Chocolate War,MOVIE,1988,100,drama
ts46352,Hold the Dream,SHOW,1986,97,drama
tm57911,The House Where Evil Dwells,MOVIE,1982,88,horror
tm117678,Dangerously Close,MOVIE,1986,95,thriller
tm172477,Songwriter,MOVIE,1984,94,drama
tm51111,Nana,MOVIE,1983,92,comedy
tm61861,Romantic Comedy,MOVIE,1983,103,romance
tm44127,The Brain,MOVIE,1988,94,scifi
tm126401,The Strangeness,MOVIE,1985,93,horror
ts25029,Press Your Luck,SHOW,1983,27,comedy
tm166647,Dangerous Moves,MOVIE,1984,110,drama
tm163266,White Fire,MOVIE,1984,102,thriller
tm23704,Beauty and the Beast,MOVIE,1987,94,romance
tm128498,Only When I Laugh,MOVIE,1981,120,comedy
tm130986,Too Scared to Scream,MOVIE,1985,100,thriller
tm120971,Red Headed Stranger,MOVIE,1986,105,western
tm24727,Down Twisted,MOVIE,1987,88,crime
tm133090,Stepfather 2,MOVIE,1989,93,thriller
tm56848,The Hound of the Baskervilles,MOVIE,1983,100,crime
tm151181,Lisa,MOVIE,1990,95,drama
tm129019,Terror at London Bridge,MOVIE,1985,100,horror
tm47998,Shaolin Temple,MOVIE,1982,95,action
tm56222,Copper Mountain,MOVIE,1983,60,music
tm130659,Savage Island,MOVIE,1985,79,drama
tm63580,Escape from the Bronx,MOVIE,1983,89,thriller
tm177030,Until September,MOVIE,1984,95,drama
tm25222,Andrew Dice Clay: One Night with Dice,MOVIE,1987,45,comedy
tm118347,Windrider,MOVIE,1986,92,drama
tm142688,Physical Evidence,MOVIE,1989,99,thriller
tm21067,Timestalkers,MOVIE,1987,83,thriller
tm120393,Land of Doom,MOVIE,1986,87,scifi
tm134277,Chattahoochee,MOVIE,1989,94,drama
tm47037,The Unnamable,MOVIE,1988,87,horror
tm21535,Saint Seiya: Evil Goddess Eris,MOVIE,1987,46,fantasy
tm27033,The Big Town,MOVIE,1987,109,drama
tm47093,The Murder of Mary Phagan,MOVIE,1988,251,drama
tm153772,Michael Jordan's Playground,MOVIE,1990,42,documentation
tm125962,The Adventures of Hercules,MOVIE,1985,88,fantasy
tm136088,Saint Seiya: Warriors of the Final Holy Battle,MOVIE,1989,45,fantasy
tm55989,The Inspector Wears Skirts,MOVIE,1988,91,action
tm129146,Beer,MOVIE,1985,82,comedy
tm134266,Steven Banks: Home Entertainment Center,MOVIE,1989,60,comedy
tm50879,The Sign of Four,MOVIE,1983,97,crime
tm257667,Manhunt: Search for the Night Stalker,MOVIE,1989,95,thriller
tm167262,Day of the Reaper,MOVIE,1984,74,horror
tm43561,After School,MOVIE,1988,89,drama
tm2453,A Breed Apart,MOVIE,1984,100,romance
tm21799,Terminal Exposure,MOVIE,1987,105,comedy
tm54178,Edge of the Axe,MOVIE,1988,90,horror
tm125928,The Berlin Affair,MOVIE,1985,95,drama
tm205047,Gallagher: the Bookkeeper,MOVIE,1985,58,documentation
tm257820,Night Feeder,MOVIE,1988,94,horror
ts14391,Act of Will,SHOW,1989,100,drama
tm21861,Firehouse,MOVIE,1987,91,comedy
tm2314,A Girl of the Limberlost,MOVIE,1990,105,drama
tm23046,Lute: Forge On or Die,MOVIE,1987,123,drama
ts28560,Ninja Robots,SHOW,1985,24,action
tm133346,Wild Geese II,MOVIE,1985,125,thriller
tm126372,Stone Pillow,MOVIE,1985,100,drama
tm41963,In the Line of Duty 3,MOVIE,1988,84,thriller
tm22153,Made in U.S.A.,MOVIE,1987,82,crime
tm116165,Detective School Dropouts,MOVIE,1986,92,action
tm37142,Cameron's Closet,MOVIE,1988,87,horror
tm176265,The Ratings Game,MOVIE,1984,102,romance
tm131672,Thunder Alley,MOVIE,1985,111,drama
tm121709,Sugarbaby,MOVIE,1985,86,comedy
tm152730,The Long Walk Home,MOVIE,1990,97,drama
tm135962,Grave Secrets,MOVIE,1989,89,horror
tm24412,Slam Dance,MOVIE,1987,99,thriller
tm131336,The Canterville Ghost,MOVIE,1985,56,family
tm120236,The Christmas Toy,MOVIE,1986,50,fantasy
tm151934,The Forbidden Dance,MOVIE,1990,97,drama
tm41614,Saint Seiya: Legend of Crimson Youth,MOVIE,1988,75,animation
tm52238,It Takes Two,MOVIE,1988,78,romance
tm868789,Battered,MOVIE,1989,58,documentation
tm47307,The Undertaker,MOVIE,1988,89,horror
tm124987,Mata Hari,MOVIE,1985,108,thriller
tm2421,A Matter of Sex,MOVIE,1984,100,drama
tm132149,Stronghold,MOVIE,1985,93,crime
tm145774,Queen of Hearts,MOVIE,1989,112,comedy
tm48003,Moving Target,MOVIE,1988,100,thriller
tm120392,The Last Days of Patton,MOVIE,1986,146,drama
tm159912,Agneepath,MOVIE,1990,174,action
tm131598,The Key to Rebecca,MOVIE,1985,197,thriller
ts28758,My Pet Monster,SHOW,1987,23,animation
tm23761,Deep Dark Secrets,MOVIE,1987,95,thriller
tm47492,Unmasking The Idol,MOVIE,1986,90,action
tm53306,Sticky Fingers,MOVIE,1988,97,comedy
tm329657,My First Love,MOVIE,1988,93,drama
tm38506,Glitch!,MOVIE,1988,88,comedy
tm123617,Silsila,MOVIE,1981,182,romance
tm119326,Hell Squad,MOVIE,1986,87,thriller
tm123604,Do You Remember Dolly Bell?,MOVIE,1981,107,romance
tm47346,Mr. North,MOVIE,1988,93,drama
tm177380,Hell Behind the Bars,MOVIE,1984,82,action
tm51112,Céleste,MOVIE,1981,107,drama
tm65428,Inherit the Wind,MOVIE,1988,96,drama
tm157819,Aashiqui,MOVIE,1990,180,music
ts88912,The Prisoner of Zenda,SHOW,1984,26,
tm138744,Rosalie Goes Shopping,MOVIE,1989,94,comedy
tm151333,"Out of Sight, Out of Mind",MOVIE,1990,94,thriller
tm178053,Jealousy,MOVIE,1984,100,drama
tm53190,Predator: The Quietus,MOVIE,1988,90,horror
tm200473,Boy Takes Girl,MOVIE,1982,90,drama
tm143636,Old Gringo,MOVIE,1989,120,drama
tm164417,War Of The God Monsters,MOVIE,1985,85,scifi
tm111216,Stoogemania,MOVIE,1986,83,comedy
tm138866,Lighthouse Island,MOVIE,1989,24,european
tm39705,Ninja Academy,MOVIE,1989,92,action
tm66461,In Dangerous Company,MOVIE,1988,92,thriller
tm323748,Firesign Theatre Presents 'Hot Shorts',MOVIE,1985,73,comedy
tm151066,Ator IV: The Hobgoblin,MOVIE,1990,94,fantasy
tm127215,My Young Auntie,MOVIE,1981,121,action
tm20621,Strike Commando,MOVIE,1987,104,war
tm43553,Red Nights,MOVIE,1988,101,action
tm156977,Bail Out,MOVIE,1989,87,comedy
tm23537,Overkill,MOVIE,1987,87,crime
tm144274,Street of No Return,MOVIE,1989,93,thriller
tm119153,The Right of the People,MOVIE,1986,100,drama
tm132591,Ministry of Vengeance,MOVIE,1989,96,action
tm140052,Bridge to Silence,MOVIE,1989,100,romance
tm130932,The Assisi Underground,MOVIE,1985,115,drama
tm157701,A Chinese Ghost Story II,MOVIE,1990,104,fantasy
tm141404,Bloodbath in Psycho Town,MOVIE,1989,87,horror
tm44593,El Lute II: Tomorrow I'll Be Free,MOVIE,1988,120,crime
ts40564,How 2,SHOW,1990,15,documentation
ts24463,Jim Henson's Mother Goose Stories,SHOW,1990,24,scifi
tm136097,The Secret of the Ice Cave,MOVIE,1989,106,action
tm134232,Monster Maker,MOVIE,1989,45,
ts9913,Crime Inc.,SHOW,1984,25,documentation
tm134184,Sounds of Silence,MOVIE,1989,108,horror
tm125369,Death of a Prophet,MOVIE,1981,60,drama
ts23297,Young Charlie Chaplin,SHOW,1989,28,comedy
tm139471,Dog City: The Movie,MOVIE,1989,40,action
tm23880,METAL SKIN PANIC MADOX-01,MOVIE,1987,48,scifi
tm204920,Creamy Mami: Forever Once More,MOVIE,1984,45,animation
tm47115,The Wizard of Loneliness,MOVIE,1988,111,drama
tm118382,Women of Valor,MOVIE,1986,95,war
tm165374,The Census Taker,MOVIE,1984,95,comedy
tm124603,Separate Ways,MOVIE,1981,92,drama
tm307353,City of Shadows,MOVIE,1987,92,action
tm202687,Thee,MOVIE,1981,161,drama
tm20926,Young Love,MOVIE,1987,91,drama
tm168342,Tuareg: Desert Warrior,MOVIE,1984,95,action
tm38706,Strike Commando 2,MOVIE,1988,95,action
tm170572,The Next One,MOVIE,1984,105,scifi
tm132641,Vetri Vizha,MOVIE,1989,145,romance
tm138707,Michael Jordan: Come Fly with Me,MOVIE,1989,42,documentation
tm124299,Gallagher: Mad As Hell,MOVIE,1981,95,comedy
ts672,Den of Wolves,SHOW,1986,22,drama
tm24474,Hotel Colonial,MOVIE,1987,92,thriller
tm125368,GoShogun: The Time Étranger,MOVIE,1985,90,scifi
ts34801,Super Password,SHOW,1984,22,family
tm46961,Twilight Time,MOVIE,1982,102,drama
tm135847,The Case of the Hillside Stranglers,MOVIE,1989,90,thriller
tm166988,Calendar Girl Murders,MOVIE,1984,100,thriller
tm118428,One More Saturday Night,MOVIE,1986,95,comedy
tm205462,Baby Cat,MOVIE,1983,80,comedy
tm40169,In the Custody of Strangers,MOVIE,1982,91,drama
tm874706,The Fist of Death,MOVIE,1982,97,action
tm63573,Gallagher: Stuck in the 60's,MOVIE,1983,50,comedy
tm56879,Razia Sultan,MOVIE,1983,120,drama
tm258972,The Swing,MOVIE,1983,133,drama
tm41344,Tusks,MOVIE,1988,100,thriller
tm437665,Elayne Boosler: Party of One,MOVIE,1986,70,comedy
tm48074,Foxfire Light,MOVIE,1982,102,drama
tm258026,Emma's War,MOVIE,1986,94,drama
tm138881,Little Sweetheart,MOVIE,1989,89,thriller
tm157428,Tripwire,MOVIE,1989,87,thriller
tm64825,Through Naked Eyes,MOVIE,1983,91,thriller
tm131767,From Hollywood to Deadwood,MOVIE,1989,102,crime
tm153593,The Dark Avenger,MOVIE,1990,86,action
tm156338,Jeevan Ek Sanghursh,MOVIE,1990,159,drama
tm60212,Carpool,MOVIE,1983,100,action
tm125106,Marvin & Tige,MOVIE,1985,104,drama
tm358281,Living with Dinosaurs,MOVIE,1990,48,fantasy
tm154043,The Love She Sought,MOVIE,1990,100,drama
tm43951,Sawaal,MOVIE,1982,129,romance
tm120237,Mr. Bharath,MOVIE,1986,146,drama
tm123365,Brass,MOVIE,1985,100,crime
tm206267,Gallagher: Melon Crazy,MOVIE,1984,43,comedy
tm417665,Rakhwala,MOVIE,1989,159,drama
tm136989,Enna Petha Raasa,MOVIE,1989,137,
tm311264,Muqaddar Ka Faisla,MOVIE,1987,172,comedy
tm475263,Tohfa,MOVIE,1984,160,romance
tm419214,Herschel And The Music Of The Stars,MOVIE,1986,95,drama
tm139928,Lady in the Corner,MOVIE,1989,90,drama
tm295576,Slaying the Dragon,MOVIE,1988,58,documentation
tm23835,"Slate, Wyn & Me",MOVIE,1987,87,crime
tm418114,Murder in Paradise,MOVIE,1990,94,thriller
tm131665,Hitler's SS : Portrait In Evil,MOVIE,1985,150,drama
tm412928,Under Crystal Lake,MOVIE,1990,105,thriller
tm56892,L.A. Crackdown,MOVIE,1987,84,thriller
tm135870,Chandni,MOVIE,1989,179,romance
tm122789,Naane Raja Naane Manthiri,MOVIE,1985,136,comedy
tm342130,Three Kinds of Heat,MOVIE,1987,88,action
tm113682,Nagina,MOVIE,1986,138,romance
tm138491,Wild Zone,MOVIE,1989,100,action
tm144998,Raja Chinna Roja,MOVIE,1989,180,romance
tm129988,Callie & Son,MOVIE,1981,142,drama
tm204921,Gallagher: Over Your Head,MOVIE,1984,58,comedy
tm353110,Drop-Out Mother,MOVIE,1988,95,comedy
tm119033,Revolt,MOVIE,1986,72,thriller
tm796855,Insaaf Ki Awaaz,MOVIE,1986,162,drama
tm39221,Vijay,MOVIE,1988,172,romance
tm127639,Faasle,MOVIE,1985,146,drama
tm118110,Beverly Hills Madam,MOVIE,1986,97,drama
tm170091,Quilombo,MOVIE,1984,120,drama
tm257442,Shubha Bol Narya,MOVIE,1990,130,comedy
tm132164,Bill Hicks: Sane Man,MOVIE,1989,81,comedy
tm206338,Nadigan,MOVIE,1990,145,comedy
tm475700,Azaad Desh Ke Gulam,MOVIE,1990,150,drama
tm39593,Bandivan Mi Ya Sansaari,MOVIE,1988,122,drama
tm342996,Duniya,MOVIE,1984,170,drama
tm173467,Maqsad,MOVIE,1984,166,action
tm173724,Mashaal,MOVIE,1984,162,family
tm113983,Foreign Body,MOVIE,1986,111,comedy
tm125535,Nakhuda,MOVIE,1981,112,drama
tm128681,Babu,MOVIE,1985,148,family
tm40627,The Perfect Match,MOVIE,1988,92,comedy
tm124710,Flying Devils,MOVIE,1985,115,drama
tm46680,First Winter,MOVIE,1982,27,drama
tm655062,Mahapurusha,MOVIE,1985,135,
tm258907,Joe Dancer III: The Big Trade,MOVIE,1983,100,drama
tm763573,Premasathi Vattel Te,MOVIE,1987,142,comedy
tm127736,Joe Dancer: The Big Black Pill,MOVIE,1981,100,crime
tm850539,COINTELPRO: The FBI's War on Black America,MOVIE,1990,53,
tm122772,Nalla Thambi,MOVIE,1985,125,drama
tm239992,Barsaat Ki Ek Raat,MOVIE,1981,148,drama
tm123621,Sivappu Malli,MOVIE,1981,126,drama
tm67674,Soorakottai Singakutti,MOVIE,1983,136,drama
tm658334,Amhi Doghe Raja Rani,MOVIE,1986,156,comedy
tm128843,Joe Dancer II: The Monkey Mission,MOVIE,1981,120,crime
tm762570,Thartharat,MOVIE,1989,145,comedy
tm373303,Pen Puthi Mun Puthi,MOVIE,1988,135,romance
tm634950,Sonthakkaran,MOVIE,1989,135,comedy
tm546743,Ek Gadi Baaki Anadi,MOVIE,1988,135,comedy
tm258169,Kadalora Kavithaigal,MOVIE,1986,137,drama
tm19767,You Talkin' To Me?,MOVIE,1987,97,comedy
tm122902,What Comes Around,MOVIE,1985,92,action
tm127670,Choices,MOVIE,1981,90,drama
tm198424,Shankar Guru,MOVIE,1987,145,thriller
tm41656,Amma,MOVIE,1982,132,
tm17956,Project A-Ko 2: Plot of the Daitokuji Financial Group,MOVIE,1987,48,comedy
tm139738,Nigahen: Nagina Part II,MOVIE,1989,140,drama
tm647416,Chhoto Bou,MOVIE,1988,136,drama
tm601672,Aakrant,MOVIE,1988,104,drama
tm50042,Thaimel Aanai,MOVIE,1988,133,action
tm207465,The Haunting of Barney Palmer,MOVIE,1987,54,thriller
tm49207,Pudhumai Penn,MOVIE,1984,144,drama
tm23484,The Wild Swans,MOVIE,1987,86,fantasy
tm956908,Vasanthi,MOVIE,1988,126,comedy
tm21936,Fight for Life,MOVIE,1987,94,drama
tm424605,Gallagher: That's Stupid,MOVIE,1982,62,comedy
tm119355,Samaritan: The Mitch Snyder Story,MOVIE,1986,90,drama
tm121872,A League of Their Own,MOVIE,1992,128,drama
tm48336,Office Space,MOVIE,1999,89,comedy
ts20981,Survivor,SHOW,2000,48,reality
tm192682,The Fifth Element,MOVIE,1997,126,thriller
ts20951,SpongeBob SquarePants,SHOW,1999,19,scifi
tm191110,Titanic,MOVIE,1997,194,drama
tm191846,Con Air,MOVIE,1997,116,thriller
ts15445,Buffy the Vampire Slayer,SHOW,1997,52,scifi
tm185050,Tombstone,MOVIE,1993,130,western
ts21223,Pokémon,SHOW,1997,22,scifi
tm28243,The Gift,MOVIE,2000,112,drama
tm23114,"O Brother, Where Art Thou?",MOVIE,2000,107,comedy
tm190572,Grosse Pointe Blank,MOVIE,1997,107,thriller
tm106648,Fargo,MOVIE,1996,98,thriller
tm55542,The Sixth Sense,MOVIE,1999,107,thriller
tm7320,The Usual Suspects,MOVIE,1995,106,thriller
tm58094,Armageddon,MOVIE,1998,151,thriller
tm111989,Independence Day,MOVIE,1996,145,scifi
ts13686,Farscape,SHOW,1999,48,scifi
tm52866,Sleepy Hollow,MOVIE,1999,105,fantasy
tm21856,Cast Away,MOVIE,2000,143,drama
tm18133,Unbreakable,MOVIE,2000,106,thriller
tm12503,Braveheart,MOVIE,1995,177,drama
ts21321,The Real World,SHOW,1992,34,reality
tm64906,Rushmore,MOVIE,1998,93,comedy
tm46927,Enemy of the State,MOVIE,1998,132,drama
ts46067,Sonic Underground,SHOW,1999,22,action
tm37943,The Boondock Saints,MOVIE,1999,108,thriller
tm20441,"Dude, Where's My Car?",MOVIE,2000,83,scifi
ts20700,Mad About You,SHOW,1992,23,comedy
tm46039,The Virgin Suicides,MOVIE,1999,97,romance
ts37874,The Man from Snowy River,SHOW,1994,44,western
tm109512,Bound,MOVIE,1996,105,thriller
tm55778,The Thomas Crown Affair,MOVIE,1999,113,drama
tm53682,Shakespeare in Love,MOVIE,1998,123,comedy
ts12767,Blue's Clues,SHOW,1996,25,comedy
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,22,action
tm6831,Dead Again,MOVIE,1991,107,thriller
ts35810,Rick Steves' Europe,SHOW,2000,25,documentation
tm188941,The Joy Luck Club,MOVIE,1993,139,drama
tm48053,Sliding Doors,MOVIE,1998,95,comedy
tm185194,Fire in the Sky,MOVIE,1993,109,drama
tm104194,Bio-Dome,MOVIE,1996,95,comedy
tm62404,Election,MOVIE,1999,103,comedy
tm7806,GoldenEye,MOVIE,1995,130,action
tm13668,Tank Girl,MOVIE,1995,98,fantasy
tm6909,Bill & Ted's Bogus Journey,MOVIE,1991,93,scifi
ts7221,Arthur,SHOW,1996,26,comedy
ts29358,Ghost Stories,SHOW,2000,24,scifi
tm124284,Orlando,MOVIE,1992,90,fantasy
ts13984,Dora the Explorer,SHOW,2000,26,action
tm105142,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,MOVIE,1996,89,comedy
ts19074,Angel,SHOW,1999,42,scifi
tm109876,Pusher,MOVIE,1996,105,thriller
tm23362,Shanghai Noon,MOVIE,2000,110,action
tm22433,You Can Count on Me,MOVIE,2000,111,drama
tm11518,Species,MOVIE,1995,108,scifi
tm109335,Courage Under Fire,MOVIE,1996,116,thriller
tm7517,The City of Lost Children,MOVIE,1995,108,scifi
tm8152,The Doors,MOVIE,1991,140,drama
tm48078,Small Soldiers,MOVIE,1998,110,scifi
tm110822,Freeway,MOVIE,1996,102,comedy
tm25670,Heavy Metal 2000,MOVIE,2000,88,scifi
tm189920,Body of Evidence,MOVIE,1993,101,romance
tm9003,Soapdish,MOVIE,1991,97,comedy
tm191878,Kiss the Girls,MOVIE,1997,113,drama
ts8570,Barney & Friends,SHOW,1992,28,family
tm192323,The Saint,MOVIE,1997,116,romance
tm116335,The Madness of King George,MOVIE,1994,107,comedy
tm117969,Blown Away,MOVIE,1994,121,thriller
tm12720,Nick of Time,MOVIE,1995,90,thriller
tm184437,Kalifornia,MOVIE,1993,117,thriller
tm53285,The Haunting,MOVIE,1999,113,horror
tm43813,George Carlin: You Are All Diseased,MOVIE,1999,65,documentation
tm7162,Once Upon a Time in China,MOVIE,1991,134,drama
ts30927,Tales from the Cryptkeeper,SHOW,1993,22,scifi
ts20961,Secrets of the Dead,SHOW,2000,56,thriller
tm105871,American Buffalo,MOVIE,1996,88,drama
ts22282,Queer as Folk,SHOW,1999,48,drama
